,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,HG_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2014-11-11,170361,48196,73757,95350,57969,085692 ,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.0415000915527344,-0.2194222856170133,37381,0.009130482230117254,-25561,0.0018309466357871252,0.00982265733535961,0.009069067591613163,0.0026372624155091007,-0.010028003501770355,-0.10616186893589116
2014-11-18,176417,52968,77573,89399,53946,085692 ,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.010999917984009,-0.20096135859922798,35453,-0.011317144182060448,-24605,0.005611612986540347,0.06958038299208204,0.06578776016730375,-0.010028003501770355,-0.01660576342684239,-0.10570856919487853
2014-11-25,160924,55391,83669,81388,44220,085692 ,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.9609999656677246,-0.23096617036613556,37168,0.00972128536365543,-28278,-0.020819989003327342,0.14120915865231515,0.061261326046310946,-0.01660576342684239,-0.0160418425013773,-0.10584855588797286
2014-12-02,159261,50746,84928,87855,41272,085692 ,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.9135000705718994,-0.2924947099415425,46583,0.05850587855136586,-34182,-0.03668812607193458,0.07291271383986309,0.04351607529814113,-0.0160418425013773,0.0113265802544249,-0.10772179473590801
2014-12-09,152267,47171,80129,84548,40338,085692 ,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.946500062942505,-0.290345248806373,44210,-0.014900069696912615,-32958,0.007685497391075028,0.03395897058117003,0.06578161822466615,0.0113265802544249,-0.02341761556018407,-0.11121934811825772
2014-12-16,152045,47122,76837,84046,41356,085692 ,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.877500057220459,-0.28077213982702487,42690,-0.009982465012116873,-29715,0.021298114496246724,0.012121018803527854,0.02695246008760961,-0.02341761556018407,0.008514298071688797,-0.11626469839317778
2014-12-23,152816,43503,75702,87515,43435,085692 ,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.9019999504089355,-0.28845147105015184,44080,0.00914203031997106,-32199,-0.0163372685718044,0.04236731576937763,0.039880877479971474,0.008514298071688797,-0.011371465518445367,-0.12192657466564201
2014-12-30,159107,44538,79591,92094,45609,085692 ,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.86899995803833,-0.2921618784842904,46485,0.015737880850172758,-35053,-0.018676054863365092,0.049040325918825296,0.03966840947723739,-0.011371465518445367,-0.022655997968331287,-0.1285610479232807
2015-01-06,170037,45928,87193,99196,45205,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.803999900817871,-0.3175250092626899,53991,0.047175799933378164,-41265,-0.03904290823156743,0.05198024944425592,0.06754756950443581,-0.022655997968331287,-0.044579174187395654,-0.13600141372279767
2015-01-13,179459,53398,89221,94170,46356,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.678999900817871,-0.2664341158704774,47814,-0.03632738756858801,-35823,0.03200479895552145,0.04395627855343495,0.0665970172277186,-0.044579174187395654,-0.02370284802973155,-0.14161493685130067
2015-01-20,172846,46328,83113,94261,44335,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.615499973297119,-0.2888467190446988,49926,0.011768704829515376,-36785,-0.005360555892989485,0.015238535022655776,0.10180700087298461,-0.02370284802973155,-0.03899827915657328,-0.14776348542093956
2015-01-27,179152,46610,87272,96833,44280,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.513499975204468,-0.2933430829686523,52553,0.015198500399199287,-40662,-0.022430371544611968,0.018616286238688145,0.033171001329528986,-0.03899827915657328,0.034414135779358146,-0.15291684813187995
2015-02-03,180944,46923,87221,98677,45864,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.5999999046325684,-0.29187483420284727,52813,0.0014512815932839153,-40298,0.0020317942305974816,0.02371645415487647,0.0027135019083969467,0.034414135779358146,-0.014423040772329476,-0.15613307391377826
2015-02-10,185606,45443,87427,97124,46414,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.5625,-0.2732131504369471,50710,-0.011622380404987179,-41984,-0.00931779998231497,0.01465117251180872,0.012689094603748024,-0.014423040772329476,0.012487830185308635,-0.1584791770558468
2015-02-17,185675,44526,82691,97012,48031,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.5945000648498535,-0.2637996499259459,48981,-0.00931543161320216,-38165,0.02057584345333664,0.01192060285570486,0.0444358851411368,0.012487830185308635,0.045095340780042736,-0.1612427942318852
2015-02-24,171520,50336,80639,91161,50893,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.7114999294281006,-0.2347714552238806,40268,-0.04692608051703245,-30303,0.04234280328531036,0.061335830036465006,0.06002672265699561,0.045095340780042736,-0.014014335010865908,-0.16365133706356333
2015-03-03,163020,51043,73854,87470,55536,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.673500061035156,-0.19589007483744325,31934,-0.04858908582089552,-22811,0.04368003731343283,0.0582772750793673,0.05998542799266596,-0.014014335010865908,-0.014400624534488315,-0.16487058708057198
2015-03-10,164239,53309,74837,88084,55730,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.634999990463257,-0.19699340595108347,32354,0.002576370997423629,-21528,0.007870199975463133,0.005618368169997358,0.025353893215551013,-0.014400624534488315,0.0024667953493628936,-0.16494215728909659
2015-03-17,164490,55248,72795,85615,57445,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.6414999961853027,-0.17125661134415465,28170,-0.025475069867692813,-17547,0.02423906623883487,0.029246470012582133,0.031091117827604788,0.0024667953493628936,0.06568240063816577,-0.16397696923240315
2015-03-24,165590,58237,67317,81659,64083,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.815000057220459,-0.1061416752219337,17576,-0.0644051310110037,-9080,0.0514742537540276,0.0726900961973899,0.06743711868996607,0.06568240063816577,-0.024156332795402302,-0.16147013835158353
2015-03-31,170125,60278,64432,82059,69145,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.746999979019165,-0.07590889052167524,12914,-0.02815387402620931,-4154,0.029748173198864667,0.036123382979286266,0.03949963916285783,-0.024156332795402302,0.010920994400765327,-0.15885134055302508
2015-04-07,171006,58765,63761,82527,71351,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.7769999504089355,-0.06535443200823363,11176,-0.01021601763409258,-4996,-0.004949301983835415,0.017377402877604337,0.01782478820821703,0.010920994400765327,-0.02070575678282416,-0.15698112776610584
2015-04-14,165760,54693,61923,81400,66570,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.7195000648498535,-0.08946669884169885,14830,0.021367671309778603,-7230,-0.013063869104008046,0.03992701223220923,0.050679152088907185,-0.02070575678282416,-0.005331914248216552,-0.15549651300024106
2015-04-21,157721,50483,62802,79538,64110,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.7049999237060547,-0.09781829940210879,15428,0.0036076254826254827,-12319,-0.030701013513513512,0.03008743595455558,0.04492209913051154,-0.005331914248216552,0.02772645094235715,-0.1540959887162647
2015-04-28,154447,50505,66588,81832,61536,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.7799999713897705,-0.13141077521738848,20296,0.030864628045726313,-16083,-0.023864926040286328,0.033954578427543104,0.032521158395463434,0.02772645094235715,0.057553988301194625,-0.15381419554013745
2015-05-05,166179,63530,63982,78884,75206,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.940000057220459,-0.02213276045709747,3678,-0.10759678077269225,-452,0.10120623903345484,0.1078460639885781,0.12258454106280194,0.057553988301194625,0.0035714129317261367,-0.15117143570369007
2015-05-12,178077,73722,65206,77044,82657,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.950500011444092,0.03152007277750636,-5613,-0.05590959146462549,8516,0.053965904235793935,0.058177469145465587,0.08217206034780605,0.0035714129317261367,-0.030164374276683947,-0.1486924336293143
2015-05-19,179210,73598,64257,77109,83885,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.861500024795532,0.03781039004519837,-6776,-0.006530882708042027,9341,0.0046328273724287805,0.008031355205784067,0.007783540676798085,-0.030164374276683947,-0.0027957838030506776,-0.14660230090703275
2015-05-26,172622,64899,63275,78383,78749,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.8534998893737793,0.0021202395986606574,-366,0.03576809329836505,1624,-0.04306121310194744,0.040793727566631875,0.07553013871768065,-0.0027957838030506776,-0.033467669904680974,-0.1450213015497136
2015-06-02,160588,50709,59453,79435,67856,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.757999897003174,-0.07210376865021048,11579,0.06919743717486763,-8744,-0.060061869286649444,0.08109796253674699,0.1635046567781994,-0.033467669904680974,-0.006345150239153385,-0.14454100127247507
2015-06-09,171541,50677,64059,81795,64122,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.740499973297119,-0.10302493281489557,17673,0.03794804094951055,-13382,-0.028881360998331135,0.041763468273059344,0.04042323246409148,-0.006345150239153385,-0.04159827882750777,-0.1439210299828431
2015-06-16,181765,53535,70047,86938,66044,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.626499891281128,-0.11495062305724424,20894,0.01877685218111122,-16512,-0.018246366757801342,0.04618190375338275,0.07158000356038906,-0.04159827882750777,0.0028555766121576287,-0.14317852570417086
2015-06-23,184635,54093,77732,88108,61595,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.634000062942505,-0.14359682617055272,26513,0.030913542211096746,-23639,-0.0392099689159079,0.03753431794954009,0.06252986914469941,0.0028555766121576287,-0.003986315099743454,-0.14424099012987784
2015-06-30,166278,59718,81525,77411,52697,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.623500108718872,-0.1486306065745318,24714,-0.00974354808134969,-21807,0.009922279091179896,0.15060565069019582,0.06667941066105931,-0.003986315099743454,-0.06575190637161454,-0.14646899759759613
2015-07-07,167008,55639,81068,80720,49595,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.450999975204468,-0.18636831768538034,31125,0.03855591238768809,-25429,-0.021782797483732064,0.049196178490580514,0.03318045162281375,-0.06575190637161454,0.03814775123418812,-0.15052073334701857
2015-07-14,161713,53064,73822,78077,51355,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.5445001125335693,-0.16524336324228725,26722,-0.026364006514657982,-20758,0.027968720061314428,0.03401786266147475,0.07740018599372665,0.03814775123418812,-0.026331360863580233,-0.15494079639550098
2015-07-21,165842,56919,79086,75911,49681,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.4774999618530273,-0.15816258848783782,26230,-0.0030424270157624928,-22167,-0.008712966799206,0.030575195872348557,0.0670490055512665,-0.026331360863580233,-0.03007057382517142,-0.1587130257884473
2015-07-28,163656,55698,80152,77675,46041,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.4030001163482666,-0.1932956934056802,31634,0.03258523172658313,-24454,-0.013790234078219027,0.04368068802741763,0.016834744203165254,-0.03007057382517142,-0.015813610058941885,-0.16271033334371132
2015-08-04,181276,60578,92908,85447,46797,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.365000009536743,-0.2132107945894658,38650,0.042870411106222805,-32330,-0.04812533607078262,0.06448685762681104,0.1149029878946614,-0.015813610058941885,-0.010147961662292593,-0.16736291635958137
2015-08-11,195117,60308,94067,88567,47926,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.3410000801086426,-0.20829041036916313,40641,0.01098325205763587,-33759,-0.007883007127253469,0.031129801528283502,0.00925668016194332,-0.010147961662292593,-0.018795449494880545,-0.1709626271522628
2015-08-18,191265,60821,89793,83872,47927,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.296999931335449,-0.1879329725773142,35945,-0.02406761071562191,-28972,0.024533997550187835,0.0356300123673169,0.03178323396231426,-0.018795449494880545,0.011319122187812836,-0.17345431123206573
2015-08-25,166991,60331,83656,76236,44390,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.322999954223633,-0.19070488828739274,31846,-0.021430998875905157,-23325,0.029524481739994248,0.09262513885895246,0.04602498836700535,0.011319122187812836,-0.008824771885861282,-0.17677023947126488
2015-09-01,158648,61031,81421,74534,46459,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.302500009536743,-0.17696409661640866,28075,-0.022582055320346607,-20390,0.017575797498068757,0.03116709231112544,0.02060343133125544,-0.008824771885861282,0.059066196491079026,-0.17891310783498965
2015-09-08,159016,60691,73958,72133,52296,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.438499927520752,-0.12474845298586305,19837,-0.05192627704099642,-13267,0.044898139276889716,0.06620643097670158,0.057950671746541005,0.059066196491079026,-0.001025146145655853,-0.17936229888524713
2015-09-15,154631,59530,63571,69710,59257,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.436000108718872,-0.0675996404343243,10453,-0.05901292951652664,-4041,0.05801931881068572,0.07276279978599176,0.093809148585308,-0.001025146145655853,-0.052955739393627965,-0.1780344758304654
2015-09-22,152575,52382,65632,70959,51740,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.306999921798706,-0.12596427986236278,19219,0.05668979700060143,-13250,-0.05955468179084401,0.0714431250458439,0.07803311471520329,-0.052955739393627965,-0.02319026392327861,-0.17706261279372493
2015-09-29,151710,52419,69425,72385,49149,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.253499984741211,-0.15316063542284622,23236,0.026328035392429953,-17006,-0.02461740127805997,0.033052479141639377,0.03143363645316963,-0.02319026392327861,0.046816056600052613,-0.17610152170063192
2015-10-06,153387,54617,66165,72020,55486,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.3589999675750732,-0.10779270733504143,16534,-0.044176389163535695,-11548,0.03597653417704832,0.05256223236553574,0.04518885264360584,0.046816056600052613,0.013777036480266514,-0.17427488764269597
2015-10-13,156482,54291,60432,70513,60297,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.3914999961853027,-0.06528546414284071,10216,-0.041189931350114416,-6141,0.03525070573125493,0.04829905970491553,0.0528141697828683,0.013777036480266514,-0.009199278453560167,-0.17169007778175832
2015-10-20,162963,56571,61154,70231,61490,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.369499921798706,-0.0536379423550131,8741,-0.009426004268861594,-4583,0.00995641671246533,0.01119791073556988,0.02550010617965598,-0.009199278453560167,-0.00485329484022734,-0.1686085774308586
2015-10-27,165946,58172,59021,71732,65587,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.3580000400543213,-0.03703011823123185,6145,-0.015929996379546278,-849,0.02291317661064168,0.04076639066698709,0.031861971278148014,-0.00485329484022734,-0.013146792537114371,-0.16579819272157728
2015-11-03,165386,55293,67071,76694,58720,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.3269999027252197,-0.10867909012854776,17974,0.07128222433803767,-11778,-0.06585877333590445,0.08735433559307014,0.0893154849465529,-0.013146792537114371,-0.047485974849758916,-0.16370546950838052
2015-11-10,173872,52814,80242,80345,48776,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2165000438690186,-0.18156459924542193,31569,0.08220163738164053,-27428,-0.09462711474973698,0.10528883760193927,0.11761964886964887,-0.047485974849758916,-0.050078979850322836,-0.16297743707815762
2015-11-17,193328,61534,90817,84208,49850,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.1054999828338623,-0.1777186956881569,34358,0.01604053556639367,-29283,-0.010668767829207693,0.03682734338868251,0.12664833181272195,-0.050078979850322836,-0.02469724350525926,-0.16253046279140623
2015-11-24,186199,64527,98293,83953,46557,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.053499937057495,-0.20083888742689274,37396,0.015714226599354467,-33766,-0.023188570719192253,0.027185656271550073,0.06429799778896941,-0.02469724350525926,0.00633066074631583,-0.16195109196565155
2015-12-01,180517,66155,100408,82846,45306,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.066499948501587,-0.2079582532393071,37540,0.0007733661297858743,-34253,-0.0026154812861508385,0.018400024970347713,0.02247197757004857,0.00633066074631583,-0.008952263095975743,-0.160325390875224
2015-12-08,179248,65812,100004,81927,43773,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0480000972747803,-0.21285593144693385,38154,0.003401341701889573,-34192,0.00033791831240270997,0.01950676213206046,0.004504993486756405,-0.008952263095975743,0.001464853924971532,-0.15883521169523476
2015-12-15,178761,68029,100662,79212,43369,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0510001182556152,-0.2005079407700785,35843,-0.012892751941444257,-32633,0.008697447112380612,0.025444400029368337,0.01704299577333705,0.001464853924971532,0.022427968183269087,-0.1572916694056781
2015-12-22,170210,63124,93463,79311,43004,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0969998836517334,-0.21330709124023264,36307,0.0025956444638371903,-30339,0.012832776724229557,0.003793484037117279,0.0772988817717946,0.022427968183269087,0.013352464426229282,-0.15584658517856426
2015-12-29,167689,59955,90061,78884,43214,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.125,-0.21271520493294133,35670,-0.003742435814581987,-30106,0.0013688972445802243,0.005217120673557307,0.043801994453924915,0.013352464426229282,-0.017176459817325407,-0.15431876453334603
2016-01-05,171819,63058,94871,79330,42180,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0885000228881836,-0.2162159016173997,37150,0.00882586216150135,-31813,-0.010179558587623518,0.012180067484157682,0.050104793926384644,-0.017176459817325407,-0.06487913428199987,-0.1523705124632443
2016-01-12,193520,68662,110687,88452,40280,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1.9529999494552612,-0.24892517569243489,48172,0.06414890087824979,-42025,-0.059434637612836766,0.08561973712829755,0.11943194553635648,-0.06487913428199987,0.010496704775592614,-0.152033802075205
2016-01-19,199011,68711,112117,92728,43574,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1.9735000133514404,-0.24699137233620252,49154,0.005074410913600662,-43406,-0.007136213311285655,0.05553843670672477,0.00817904306855133,0.010496704775592614,0.03065614701323205,-0.15122889156158006
2016-01-26,202900,64968,101795,94258,50133,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0339999198913574,-0.21747166091670775,44125,-0.025269959951962455,-36827,0.03305847415469497,0.05602149718472758,0.08434125075706242,0.03065614701323205,0.008849619761032823,-0.14976982575288883
2016-02-02,201682,63562,99073,90906,48979,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.052000045776367,-0.20788667307940223,41927,-0.010832922621981272,-35511,0.0064859536717594875,0.03221217428602066,0.025381990346481385,0.008849619761032823,-0.00657893513806429,-0.14815466880820718
2016-02-09,189518,63452,90280,82362,51598,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0385000705718994,-0.16232758893614327,30764,-0.05534951061572178,-26828,0.04305292490157773,0.08333084502836667,0.057912471053521715,-0.00657893513806429,0.005150823576222097,-0.14602225416396097
2016-02-16,191131,60041,87379,84081,55020,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.049000024795532,-0.1520475485400066,29061,-0.008985953840796125,-27338,-0.0026910372629512765,0.03695875658694042,0.04281644281644282,0.005150823576222097,0.027086398167865733,-0.14387317529115445
2016-02-23,173541,57954,80901,77038,51058,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.1045000553131104,-0.14970525697097517,25980,-0.01611983404052718,-22947,0.022973771915597158,0.08591212840369723,0.0616830506643621,0.027086398167865733,0.01758134468981387,-0.14223728686321396
2016-03-01,160010,55749,80365,73508,47245,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.1414999961853027,-0.16413349165677146,26263,0.0016307385574590443,-24616,-0.00961732386006765,0.06081008339337325,0.0201375317748358,0.01758134468981387,0.03595606017388797,-0.14162658334050873
2016-03-08,165888,63178,66056,70111,66455,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2184998989105225,-0.022038966049382717,3656,-0.14128491969251922,-2878,0.13585400912442971,0.16553900678060424,0.1682065091229862,0.03595606017388797,0.005634459433536243,-0.13826207488086062
2016-03-15,175443,63343,63890,72119,71009,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2309999465942383,-0.006326841196285973,1110,-0.015347704475308642,-547,0.014051649305555556,0.04584707394779498,0.018320718681474144,0.005634459433536243,0.023980250263639036,-0.13509034853186314
2016-03-22,178177,62514,61596,72166,73203,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2844998836517334,0.005820055338231085,-1037,-0.012237592836419805,918,0.008350290407710766,0.015415941500595037,0.025163161711385062,0.023980250263639036,-0.033267664292012666,-0.13293723832878307
2016-03-29,186775,67603,72029,76022,72557,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2084999084472656,-0.018551733369026904,3465,0.025267009771182587,-4426,-0.029992647760373112,0.030300378922997192,0.11116363011344105,-0.033267664292012666,-0.03328047137465562,-0.13183421607584753
2016-04-05,192906,67537,77622,76425,66055,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.134999990463257,-0.05375675199319876,10370,0.03696961584794539,-10085,-0.030298487484941773,0.04846294216732173,0.0389848373163221,-0.03328047137465562,0.004683836303478017,-0.13161118376786607
2016-04-12,201236,68479,90800,84007,59754,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.1449999809265137,-0.12052018525512334,24253,0.0719676941100847,-22321,-0.06342985702881196,0.09657000159987758,0.0886494767043992,0.004683836303478017,0.03636366869843011,-0.13220836619889348
2016-04-19,201891,66318,90834,86690,61270,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2230000495910645,-0.12590952543699324,25420,0.005799161183883599,-24516,-0.010907591087081834,0.028379291700459584,0.013967369171248219,0.03636366869843011,0.011471011497502515,-0.13274858208417972
2016-04-26,172378,65274,73350,74069,63893,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.248500108718872,-0.05903305526227245,10176,-0.07550608991980821,-8076,0.08143007860677297,0.11049419405343501,0.13365650969529086,0.011471011497502515,-0.015121261581485412,-0.13135670285427364
2016-05-03,176458,65651,73111,75186,66922,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2144999504089355,-0.046832674064083236,8264,-0.01109190267899616,-7460,0.00357354186729165,0.029174993666788638,0.004439255704011185,-0.015121261581485412,-0.05622038339474045,-0.13183170119286952
2016-05-10,184768,71365,94191,81612,59207,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0899999141693115,-0.12126017492206442,22405,0.08013804984755579,-22826,-0.08708021172176948,0.10041968768419034,0.16184251854357437,-0.05622038339474045,0.0009569825560868939,-0.13476978287939972
2016-05-17,203157,79184,109830,88280,58337,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0920000076293945,-0.14738847295441457,29943,0.04079710772428126,-30646,-0.042323346033945275,0.05141286481103828,0.12410720898981027,0.0009569825560868939,-0.010755276321661733,-0.13833129947554615
2016-05-24,210264,72160,113213,101182,59397,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.069499969482422,-0.19872636304835825,41785,0.05828989402284932,-41053,-0.051226391411568394,0.08694785744088579,0.05614086193782266,-0.010755276321661733,0.01352989454513942,-0.14219373414183495
2016-05-31,217128,71316,110143,102473,61117,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0975000858306885,-0.1904682951991452,41356,-0.0020402922040862917,-38827,0.010586691017007191,0.018405770523870654,0.021569610766068368,0.01352989454513942,-0.022169232740058553,-0.1444699750370068
2016-06-07,227927,72543,111837,101886,65651,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0510001182556152,-0.15897633891552998,36235,-0.023585166353487345,-39294,-0.002150805055082716,0.030566382351361193,0.015842282243193406,-0.022169232740058553,-0.0031691883701957524,-0.14554596361586514
2016-06-14,239071,71360,116171,108111,62804,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.0445001125335693,-0.1895127388934668,45307,0.0398022173766162,-44811,-0.024205118305422352,0.05307901588508908,0.029419136036175353,-0.0031691883701957524,0.035216328843865385,-0.1469798504588694
2016-06-21,215529,63839,96765,95785,61300,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.116499900817871,-0.16000167030886794,34485,-0.04526688724270196,-32926,0.049713265096979556,0.08804150619091575,0.16766083036537072,0.035216328843865385,0.025277665005039918,-0.14729532823076008
2016-06-28,167927,53692,73506,83357,60873,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.1700000762939453,-0.13389151238335706,22484,-0.055681602011794236,-19814,0.06083636076815649,0.08912847535186855,0.26262991556471016,0.025277665005039918,0.005299484488509698,-0.14701188411169902
2016-07-05,164665,50675,70144,83339,61420,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.18149995803833,-0.13311268332675433,21919,-0.003364557218315101,-19469,0.0020544641421570086,0.0039030388438715384,0.052797987071569866,0.005299484488509698,0.013522809166552463,-0.14598773729711007
2016-07-12,166225,54430,68660,81522,65891,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2109999656677246,-0.09403519326214468,15631,-0.03818662132207816,-14230,0.031816111499104245,0.042655668088974516,0.04256235275002031,0.013522809166552463,0.022840306133342203,-0.14461834941287657
2016-07-19,178364,66010,63646,79046,79937,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2614998817443848,0.004995402659729542,-891,-0.09939539780418108,2364,0.0998285456459618,0.10392306095620286,0.1279848213734806,0.022840306133342203,-0.016139720990682727,-0.14148069573696181
2016-07-26,187184,69284,64466,80625,84320,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2249999046325684,0.019739935037182667,-3695,-0.01572066111995694,4818,0.013758381736224798,0.036145381793931314,0.030609345794392524,-0.016139720990682727,-0.008314540233592349,-0.13738385672844522
2016-08-02,188805,68768,66086,82290,85727,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.2065000534057617,0.018203967055957206,-3437,0.001378322933584067,2682,-0.011411231729207624,0.018283864132796087,0.015839352188292525,-0.008314540233592349,-0.025832838811539638,-0.1329335728506486
2016-08-09,188297,66712,71890,81248,78533,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.149499893188477,-0.014418710866344126,2715,0.03258388284208575,-5178,-0.04163025343608485,0.0515455529756354,0.05670913839627134,-0.025832838811539638,0.010467568860213605,-0.12920527093713285
2016-08-16,180360,61208,66282,80860,77040,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.171999931335449,-0.021179862497227767,3820,0.005868388768806725,-5074,0.0005523189429465154,0.011912602913236226,0.08715977723743039,0.010467568860213605,-0.026243058748008252,-0.12599848035866967
2016-08-23,192196,70207,76873,78581,76444,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2.115000009536743,-0.01111885783262919,2137,-0.009331337325349302,-6666,-0.008826790862719007,0.01854539590388647,0.13319282023388632,-0.026243058748008252,-0.0217494106890207,-0.12254490284992421
